0.112205169221 217.590931064 102.604666412
0.141262698544 225.922067529 41.768795087
0.177822242703 292.596899584 77.924994962
0.223862457773 246.738501546 35.5318338005
0.281832290556 235.320012226 33.4704718755
0.354794616645 220.278398993 33.0962837155
0.44668525832 169.217471684 12.7562529611
0.562367495504 138.033003157 39.5013232966
0.707957131471 116.604933213 5.81947744552
0.891235098052 84.9644939746 9.00635985606
1.12205169221 75.2615381027 7.8165360709
1.41262698544 60.93696766 11.766255765
1.77822242703 53.8825640345 8.24991738624
2.23862457773 46.2280579683 8.62848972842
2.81832290556 40.1652894957 8.42922544244
3.54794616645 36.1783146869 2.58306384324
4.4668525832 31.0315193319 2.35746089603
5.62367495504 27.759490451 3.57604107761
7.07957131471 24.7789698537 3.68275054804
8.91235098052 22.5464984919 3.46310301845
11.2205169221 19.1582551352 3.70182110965
14.1262698544 16.3209128649 2.51183783401
17.7822242703 12.1572979759 1.04995379689
22.3862457773 9.55213273552 1.89565987225
28.1832290556 7.10896735524 2.24181548648
