11.05 0.000449236298293 0.000142198132805 0.0 0.0 20034.0
11.15 0.000182670644827 0.00010063066314 0.0 0.0 16423.0
11.25 0.000956515341035 0.000285996707934 0.0 0.0 13591.0
11.35 0.00226901434017 0.000443334751735 0.0 0.0 11018.0
11.45 0.00608587850783 0.000699545273388 0.000112701453849 0.00011274111771 8873.0
11.55 0.0128873046339 0.00138143400803 0.000137098985468 0.000137136373631 7294.0
11.65 0.0354789660416 0.00232414583191 0.0 0.0 5919.0
11.75 0.0794743429287 0.00377952827999 0.000208594075928 0.000208644774682 4794.0
11.85 0.136139832595 0.00522478026809 0.0 0.0 4062.0
11.95 0.228368355995 0.00607420267783 0.00061804697157 0.000427624478144 3236.0
12.05 0.333703292638 0.00832524088383 0.00295967443581 0.000887089921814 2703.0
12.15 0.424003707136 0.0119340635544 0.00556070435589 0.00133383671136 2158.0
12.25 0.557522123894 0.0115417485078 0.0159292035398 0.00314895796379 1695.0
12.35 0.626038781163 0.0157501173658 0.0290858725762 0.00399458578829 1444.0
12.45 0.697898423818 0.0170379629192 0.0507880910683 0.00736137569603 1142.0
12.55 0.736501079914 0.0179022519385 0.0755939524838 0.0085540994898 926.0
12.65 0.778990450205 0.0165287785962 0.121418826739 0.0125224339832 733.0
12.75 0.824620573356 0.0165256332668 0.185497470489 0.02190005436 593.0
12.85 0.836134453782 0.0191952920233 0.256302521008 0.0203362323042 476.0
12.95 0.863291139241 0.018107901866 0.336708860759 0.0310333644761 395.0
13.05 0.935897435897 0.013260294511 0.474358974359 0.0289924973205 312.0
13.15 0.912863070539 0.0162395661004 0.680497925311 0.044984167586 241.0
13.25 0.921658986175 0.0180212987093 0.769585253456 0.0635072485821 217.0
13.35 0.9625 0.0156731837658 1.23125 0.0962272739046 160.0
13.45 0.940594059406 0.0230929772284 1.38613861386 0.116966816705 101.0
13.55 0.935483870968 0.0236044559359 1.81720430108 0.122640708835 93.0
13.65 0.946428571429 0.0291413487345 2.42857142857 0.186508143913 56.0
13.75 0.980769230769 0.0193581632167 3.13461538462 0.251704781039 52.0
13.85 0.933333333333 0.0449708739672 3.46666666667 0.397524643276 30.0
13.95 1.0 0.0 4.42307692308 0.380301620671 26.0
14.05 0.818181818182 0.185988536037 5.63636363636 0.671242332357 11.0
14.15 1.0 0.0 6.29411764706 0.667919914876 17.0
14.25 1.0 0.0 8.72727272727 0.415327987266 11.0
14.35 1.0 0.0 10.9 1.25364357862 10.0
14.45 1.0 0.0 11.3333333333 2.11660104885 3.0
14.55 1.0 nan 11.0 nan 1.0
14.65 nan nan nan nan 0.0
14.75 nan nan nan nan 0.0
14.85 nan nan nan nan 0.0
14.95 nan nan nan nan 0.0
15.05 nan nan nan nan 0.0
15.15 nan nan nan nan 0.0
15.25 nan nan nan nan 0.0
15.35 nan nan nan nan 0.0
15.45 nan nan nan nan 0.0
15.55 nan nan nan nan 0.0
15.65 nan nan nan nan 0.0
15.75 nan nan nan nan 0.0
15.85 nan nan nan nan 0.0
15.95 nan nan nan nan 0.0
