13.1 8.37036611675e+12 156528923036.0 553.0
13.35 1.08310613714e+13 352739400570.0 478.0
13.65 1.31840049747e+13 380632780003.0 201.0
14.0 1.73050530265e+13 742173639935.0 84.0
14.35 1.93113201927e+13 1.17294127592e+12 24.0
